place_id,cuisine,avg_price
32e227e2-0ef4-4bab-9cf5-f0842e0e894b,ایرانی,
331d34bb-c1aa-4584-8be5-ede61f59c976,ایرانی,
335cc195-c7b6-4f0a-8b53-3a95c68fbd8f,ایرانی,
33c6dad5-b609-4aca-ac94-8b661a664a59,ایرانی,
3429d4ad-0fd6-4ef6-98c4-96fac82633f6,ایرانی,
343ebda8-4566-4e55-9235-2767586927fa,ایرانی,
348a602a-70d0-4e02-8b05-5926eb03be80,ایرانی,
34b6d19c-182d-4e75-9e2c-ad268cca1c49,ایرانی,
34cd9498-25d0-4e7b-8749-888680db1af4,ایرانی,
34eb8d21-9f6f-41f4-ad56-dce613129167,ایرانی,
35528fb0-9c72-48dc-8d1d-9996b6296892,ایرانی,
35714a80-3840-4ec6-8f27-9093c7433935,ایرانی,
35fb5732-9e9f-444d-8117-18ce005f5e1f,ایرانی,
363c7127-b4d1-42ef-b761-a6e3f99e5739,ایرانی,
36431c63-33e0-46e7-aeeb-adaa0ffe3242,ایرانی,
36ee2231-6e06-44df-a767-dbe925f47f3f,ایرانی,
36ffecb8-d9da-4b50-9855-a3d29445ec9f,ایرانی,
3711752e-a991-40e1-b0ec-d955fe704413,ایرانی,
3735e46f-7cd9-45f9-b2a0-775f61710852,ایرانی,
377d1222-9714-4646-9558-649319fe33d2,ایرانی,
37ff23cb-7c0f-4461-99f5-6c1d74e7fabb,ایرانی,
383d2aff-e520-42a0-bf6f-d77af861959b,ایرانی,
3869d12c-5ed0-4e89-9961-03c0593fa38a,ایرانی,
388b36f6-4021-4800-90c3-f978a48326cb,ایرانی,
389c64fc-6742-4708-86d4-0763dafcb71a,ایرانی,
39452b86-bfbf-47d9-8d65-46ff27357a1a,ایرانی,
3945b275-50f8-47fa-a24f-fa1c6b58f21c,ایرانی,
394b4b87-ce30-45fd-880b-298d86cc84ed,ایرانی,
39aae72e-dd46-4911-9c45-e38bfd2276e4,ایرانی,
39ad288d-75fb-43ca-b106-5bf087bddad5,ایرانی,
39ba1f7a-37a1-4a44-956b-94f52ab5361a,ایرانی,
39beabec-b96a-4508-b34a-5675a7b2c757,ایرانی,
3a23617d-1661-4470-90ed-5c8724793ada,ایرانی,
3a25f283-d97a-477a-b526-233efbe54027,ایرانی,
3a6f7bba-7e5f-429c-9a00-d06884d121fa,ایرانی,
3a807c9a-f7b4-4e63-8f4a-548a36d304b2,ایرانی,
3ab347a0-1864-4998-9473-6c0d2162d3da,ایرانی,
3b0890f4-b7c1-4ce3-9507-db0a4d079561,ایرانی,
3b23e838-d2e5-4d54-94a2-d79ea1ce7aad,ایرانی,
3b3d1627-9c09-4f5d-94a7-7820bbe0f07a,ایرانی,
3b425294-5880-4679-99d8-b864760e5daa,ایرانی,
3bb52b61-e6e4-4189-8bf6-6504dc8c21d8,ایرانی,
3c5cda00-e630-446c-9160-3a82c1936af0,ایرانی,
3cbf24a1-ffbf-4ec8-a1a6-2cdc4c114fb6,ایرانی,
3cdc1d6d-c1ba-4e4f-8862-b3e4401a0164,ایرانی,
3cde6ae8-c760-4642-8c3c-948d15011154,ایرانی,
3cf8afc0-0931-4e60-ba02-fdc2ede5600b,ایرانی,
3d07dd32-a97a-4ccc-b3c2-e69ffb41fc63,ایرانی,
3d191e24-fc16-4399-92f2-01dc3d9d1a91,ایرانی,
3d28c249-7492-4e9b-b9ca-1de93b98a4a1,ایرانی,
3e299346-f2dc-4d4f-a320-be0c31ade604,ایرانی,
3e44024d-b0f5-4ec9-894d-6389e1d33a2c,ایرانی,
3e5e0bf1-cbc3-4148-bda4-977a9a446284,ایرانی,
3e75a603-25d3-42f8-9a88-6eaecd6e1e11,ایرانی,
3e76279e-cbfe-497c-b223-f3d347b7f688,ایرانی,
3e8b6662-d0eb-48d2-aa8d-74cc83d4b08f,ایرانی,
3ea10fd6-30d5-4b1b-9274-bf2c261321ed,ایرانی,
3eba1521-a30f-404f-9a8f-8079eb8deddb,ایرانی,
3f0bb242-458c-4d09-807c-ddca7f28ddc7,ایرانی,
3f15e46e-da48-4657-a92b-d7540696dce9,ایرانی,
3fee6da8-d47d-437d-ac7e-835c6b355297,ایرانی,
40062f3b-bd4f-43fa-a99e-62f20ff036e8,ایرانی,
401d1683-d952-48e5-a62a-21bfbdb3549e,ایرانی,
4021cdd2-d55b-4f20-b0ca-62d4b10e00aa,ایرانی,
40485c1c-e752-4510-84de-6738327db204,ایرانی,
40e990ec-e504-49b1-8737-6da3755e1766,ایرانی,
418bc9c2-1ce1-443c-91e2-27fb9683293d,ایرانی,
419001e9-ab9e-4f7a-a2d9-bc19748502d8,ایرانی,
419c7662-fae3-404b-ac9f-0d6cec90104a,ایرانی,
42345233-2304-4f21-a469-7aa061bc9f44,ایرانی,
42851c50-a414-41ea-89db-2a692f933029,ایرانی,
43630ff7-be2c-4ccc-8dad-fe808f9a3e89,ایرانی,
43882bcc-d437-46c3-9b44-7e14a8dd12d6,ایرانی,
43dfb18e-ced1-4c85-be6e-56c29dafc1f8,ایرانی,
43fed0cc-8d7d-4911-9f83-c2d4b436fb55,ایرانی,
4435be39-e59f-4f75-960e-a42e949d5cfe,ایرانی,
4485dee8-bca4-4f81-befb-512a307e8394,ایرانی,
4602524a-13ca-4044-8183-39dfb4786e6a,ایرانی,
4673c895-36aa-41e3-9c15-d71ec3c9c5af,ایرانی,
4716f64f-4284-4ee7-b2ea-a59fb7c5ce5b,ایرانی,
473f78b9-921f-4939-b111-c1fe5950049b,ایرانی,
47ebc1b2-0aff-4dd6-ad74-77a0180f0bf6,ایرانی,
4816d9af-0cca-4131-b3db-2d2573838da5,ایرانی,
48219cce-664c-481a-8c5c-6aaebeb8c638,ایرانی,
48be0cd0-a174-4dcd-a9b2-c271faa2baae,ایرانی,
49156af3-0638-44e4-a2b9-24adb17c5126,ایرانی,
4926728a-75ea-48ae-b731-f5c0c07b7374,ایرانی,
49435abb-fb38-4e3b-910b-740a0eadd21e,ایرانی,
4999a18e-ec09-46ff-9ccf-574c9d46c43c,ایرانی,
49d69245-e651-49d0-9389-ee7f9d89ff67,ایرانی,
49e4956e-2b05-4cad-bdf3-b1ae33ab4d72,ایرانی,
49eebf5f-6c25-480d-a874-1ccb21c909f7,ایرانی,
4a3fc002-301c-4b68-b5ea-0be755b38bff,ایرانی,
4a440c06-469d-41a8-9eab-6bc356cf5fb7,ایرانی,
4a7761b7-a7f5-46be-aedc-efd042aeffc4,ایرانی,
4ace038c-7eb2-4929-97d7-fe60ace87693,ایرانی,
4b41e9d7-a8cf-48f0-82d4-678ccd5b4e85,ایرانی,
4b41f9df-6927-45d3-bcb9-328751fc0dd9,ایرانی,
4b9d4bd2-ff65-44f3-aeb4-735ac4f3ac82,ایرانی,
4c0d448a-5977-4387-8ab1-965b11b4a4c0,ایرانی,
4c5ebd5b-f186-40e0-95ce-4968672ff831,ایرانی,
4c677c4a-0790-4ea8-b482-b59d187ffcce,ایرانی,
4c6f0bbf-05fc-451a-a8c5-c932924cc4c2,ایرانی,
4c9c48c3-a729-4c72-b3b0-8dd36a5ee8cb,ایرانی,
4cacae83-ce02-48bb-8fd5-8b8f573ca663,ایرانی,
4ce8d928-4ebe-41d8-8382-7437b2a5b2fe,ایرانی,
4d38f063-6a83-4363-bcfc-5a17fcd6c386,ایرانی,
4d8661e9-54a0-4350-a1df-cfb777cb8f22,ایرانی,
4df7f209-3883-47cf-8897-33b912322a73,ایرانی,
4e80206e-fd54-4467-83e1-db3924a84789,ایرانی,
4eee9ae0-7e39-4e57-80ba-31eb79009149,ایرانی,
4f35c028-dabe-4c47-8188-34bc26183e65,ایرانی,
4f3896c9-6407-494f-af44-c848860937b5,ایرانی,
4f62c653-4b81-4e3e-b26f-b727302057a1,ایرانی,
4fcb309c-6e34-40a5-987c-8ecb8efe23ab,ایرانی,
4fe00ac8-2682-4516-8722-46870f4b819d,ایرانی,
4ffddf66-d3fc-4a40-ab10-cc1393e2d8c7,ایرانی,
5006a03d-415a-4242-9ff0-bb50abc8a2c4,ایرانی,
501e37bc-2709-40ef-a83a-173523fa4320,ایرانی,
506f3851-5778-49d6-9c61-dabc2841896e,ایرانی,
507f5807-4d50-400b-abb8-37d1f37f3b4b,ایرانی,
50d97c4b-99d2-4490-9c29-1d3acd3a302e,ایرانی,
50fdf8d2-b4a2-482f-8c5c-8e88d0e2304a,ایرانی,
5134e094-fa7f-4e94-89e9-0d6b42bfc2de,ایرانی,
51396cee-6173-4bbe-abe1-d0bc0761d602,ایرانی,
515c57af-88cc-482e-b2b2-712a333f23b6,ایرانی,
51a8d376-db11-4724-acca-b873439879bd,ایرانی,
51ed606b-5eb4-4213-9a9f-f344f887c462,ایرانی,
523ca700-6532-44c2-8eb8-72d856d3afe8,ایرانی,
52bf0dcf-7b2a-417d-962d-97a77840f251,ایرانی,
52d004e4-e299-4a66-b10e-e78a2eb0b00f,ایرانی,
53f18e70-3ec3-4c91-9525-8eea7aafb11f,ایرانی,
540a2837-4fe1-4ca1-b6a7-3a9bc116fd96,ایرانی,
5445821b-3859-4307-9c3c-965208491305,ایرانی,
54c24fa9-ffc2-48ae-acc6-bbfc06e6efcb,ایرانی,
54c2efb1-f951-4ad7-a20c-a4493d54d26e,ایرانی,
551b2c68-6e31-44d2-86f0-fd3135e6bd12,ایرانی,
5571090e-35fb-4c11-8335-66827b616611,ایرانی,
55905d21-32c9-42e5-8cc0-05cc4366a893,ایرانی,
55cd2402-21f9-4df6-91cd-d92cea3df231,ایرانی,
5644470c-f99f-4058-a765-b88b1c24dd14,ایرانی,
56b160ee-2696-4915-aab2-6d8b8f0790dc,ایرانی,
56bba9f1-6e01-4671-832e-128a1e1d712e,ایرانی,
56d17e94-3fa1-40a6-8f09-36055b3d4171,ایرانی,
572d539d-9a52-4922-9e40-074a100e8669,ایرانی,
573cd3cf-f8a9-42a2-b3f2-28d3e876cfbc,ایرانی,
57a8b787-ee03-4f98-89ec-e54b2de5a105,ایرانی,
57aceb6a-b309-41ea-9f15-08150122d5e4,ایرانی,
57aeac8b-1c6a-4a88-8266-5e6d9e373eed,ایرانی,
57b506ce-62ba-4251-9e5c-69dadb8b87a2,ایرانی,
57cd791e-2275-44c0-ab11-664fb6af9618,ایرانی,
580880e4-61a0-4336-9fbc-f7714ac50c79,ایرانی,
58614f77-8c5c-486a-80c4-22bc228b4777,ایرانی,
58a23fdb-26ff-47e1-8c00-1f9e648db87f,ایرانی,
59321a98-56ec-45d6-b9fe-8f3be1ad15fa,ایرانی,
59e751fd-515c-42fe-b7f3-218065f5da76,ایرانی,
5a99f32a-93ca-4243-906b-4b2e27de025a,ایرانی,
5abd1275-b479-4f80-b20d-a0cf68053f68,ایرانی,
5ae37ca8-b295-44fc-8c98-d1c8b3929e01,ایرانی,
5af90338-56d6-4123-8298-2f3dccc70ab0,ایرانی,
5b0ea979-10de-458a-bf72-5827a9c39ed2,ایرانی,
5bac8e4a-7301-4bac-879f-d0d134175cd6,ایرانی,
5c02f8a0-803f-4c24-9ef2-b16de9c86b5d,ایرانی,
5c496d01-7a85-4efc-9e76-4641f2e361c3,ایرانی,
5c845570-6929-418f-a934-f0c78766adc2,ایرانی,
5cb9e06e-54c7-4d1a-904e-2d3c6a8c58d9,ایرانی,
5cc49b07-d5ab-44f6-ac25-6e543172600a,ایرانی,
5d18da1a-1975-47e4-bcd6-3a912536aa46,ایرانی,
5d585d47-5c3c-4af0-b884-178fa85b672d,ایرانی,
5d6805aa-e61b-467e-9942-cf870912204f,ایرانی,
5db86d11-99e3-46c1-b4ea-14756891094a,ایرانی,
5dcc83be-7928-48f9-9bb9-66b4eb2cc33d,ایرانی,
5e003ad6-9696-4fe4-8762-fb413ca7a553,ایرانی,
5e9e7da3-bd6e-4366-bbb9-1c8ae5eb7654,ایرانی,
5ed19b17-ecff-473d-91ea-e930e26434ef,ایرانی,
5feb3662-e196-4e2b-a636-7e8abe1a5daa,ایرانی,
600448a7-2efc-4b40-bf7f-fcbdac333323,ایرانی,
600f626a-c07d-4d7c-ba07-e42671daf9c3,ایرانی,
6019e824-2914-4d12-896d-750d1c4cbe0c,ایرانی,
6041f6f8-a088-4ff4-99c7-f22e649ebf74,ایرانی,
609172cd-eb00-44f1-b252-d5ebfa428172,ایرانی,
6114035a-ea33-4472-b9c9-62ef89e7b954,ایرانی,
61770e95-3f79-4dc3-a7b1-d071b915f71c,ایرانی,
61781b5c-abcd-48ee-9429-86de0e2a6e35,ایرانی,
6189ea50-de27-4ed7-9713-1f617bcdea10,ایرانی,
61e2164b-634a-49a0-81bb-a04c857d09e7,ایرانی,
62536775-531b-4164-b4f1-8494aec35885,ایرانی,
625ad661-77a1-4349-a5cc-3c1f7655edfd,ایرانی,
62d6eb0c-a65f-4f38-9443-7efdadafa487,ایرانی,
639ea976-c9c1-44ba-be6e-1972292f41ec,ایرانی,
63e035d4-d6d5-44e0-97e4-5e794e7f391d,ایرانی,
63f2eee1-fb9b-4895-b315-755692b52ae5,ایرانی,
63f39c59-bd4a-4b30-bdb6-60dc00315140,ایرانی,
63f7d9e7-a990-4672-9444-7b22e784c87c,ایرانی,
65138c20-cd71-4452-bada-2cdc951b81db,ایرانی,
661d26e2-5023-474f-bfc2-7f8ad84b9375,ایرانی,
66ce910b-81a4-4e82-9ec9-b744787c5791,ایرانی,
672cdd13-af9a-4bcb-9271-8738fa83ef2d,ایرانی,
674f6f27-da26-4870-8d91-4c897dffeccb,ایرانی,
67b33bd7-b48f-4920-98eb-6a4275f6de6b,ایرانی,
67b36347-3d20-4d86-9764-867cccef8ce8,ایرانی,
67eab33e-e6b6-4c5f-8c49-10640245e630,ایرانی,
681a2a83-2bfa-4802-88d2-cc0802713229,ایرانی,
684fe495-1eff-4d0d-9d4a-da97d982f338,ایرانی,
68ab8d12-aa89-4d85-904d-022c6fe6e139,ایرانی,
68c06fdf-dda6-43d0-9310-5a968e20b77f,ایرانی,
6957b6f3-e8d6-41fc-977a-78466f348718,ایرانی,
699805ba-1f3c-4a5a-a83f-81e5128bcc96,ایرانی,
6a0024fa-1767-4de8-9310-69a120b1c292,ایرانی,
6a1c7b1e-01ad-43b4-81fa-31adda8d15d6,ایرانی,
6a216aec-58a9-4513-a446-3659d712ce82,ایرانی,
6b0abefc-b36d-4b05-988e-cd0c76fd2609,ایرانی,
6b7c221f-ac6c-4cda-900a-f187573cb1b4,ایرانی,
6bb0f421-f796-4e61-ad2f-fbee59a90e8d,ایرانی,
6bbc6ac5-2fc6-4d52-a0e4-1111b921a31f,ایرانی,
6bd6f633-961a-4357-aef9-eef7b8c4f014,ایرانی,
6bdabcbe-6565-4ec3-b75a-f3737e4a2db5,ایرانی,
6c189796-6158-4194-b13a-f415e5142730,ایرانی,
6c50adb9-ff0a-4f62-871c-ea09d56a3a38,ایرانی,
6ca04dcf-f86b-4fb1-8a0c-a3ec99b3e794,ایرانی,
6cadef7b-8200-4290-8c1b-574a4f7a950c,ایرانی,
6cc47fae-8127-45c1-8a13-e59f0bb5ce76,ایرانی,
6cfe5085-582c-44e7-90a9-2de534769907,ایرانی,
6d1e918b-c816-407c-8076-45efe9bb8f54,ایرانی,
6da2395e-0a1d-4201-b745-182ba716b209,ایرانی,
6dee9907-883d-495c-887a-5d808f286479,ایرانی,
6e81f30d-82cd-4985-ad72-6542d23d276f,ایرانی,
6e87b5ad-1639-4fba-9588-97121d36066c,ایرانی,
6ea4a31e-fda8-4f9d-b225-026969518f35,ایرانی,
