place_id,type,city,address,latitude,longitude
168943bb-86f7-5a4f-9d52-ee524524db4b,entertainment,بنجار,سیستان و بلوچستان,31.0428989,61.5682749
1727ab2e-8711-4d6b-b6d9-e72d007c90f9,hospital,بناب,آذربایجان شرقی، بناب، فرهنگ ۴، خیابان اندیشه، فرهنگ ۳,37.3494872,46.0664205
172a16fd-66f6-57f9-813f-5458425a8297,entertainment,جنت آباد,خراسان رضوی,35.5986509,61.1406189
1732aae8-5c23-49a7-9170-a5559eb074bc,food,تبریز,آذربایجان شرقی، تبریز، بزرگراه بسیج,38.0519371,46.3538742
175efd6d-b222-49e9-b04e-8051eb1b107a,hospital,ممقان,آذربایجان شرقی، ممقان، امام خمینی,37.8393083,45.9731872
17784c37-87fb-413a-8efd-225642ae68cc,food,تبریز,آذربایجان شرقی، تبریز، میدان شهید شریف‌زاده، بزرگراه ائل گؤلی,38.0338249,46.3591997
177f70f2-9d74-47ca-8cf7-4d62dc70dfee,hospital,شهر جدید سهند,آذربایجان شرقی، شهر جدید سهند، بلوار امام خمینی، محله ۱,37.9539541,46.0999645
1792f601-040c-4fff-b5da-7e53b42ff1e3,food,تبریز,آذربایجان شرقی، تبریز، محله بیلانکوه شرقی -شیخ کمال، دوازده متری صفا، هشت متری رضا، خیابان شیخ کمال,38.070877,46.3381233
17c56945-8313-4c93-89f5-1e5a0a11b97d,food,بناب,آذربایجان شرقی، بناب، خیابان امام خمینی (ره),37.339611,46.0539779
18082d7f-9c76-4284-ba07-a8e698c32c8d,hospital,مرند,آذربایجان شرقی، مرند، فردوسی، کوی نبوت، علامه طباطبایی,38.4434585,45.7710723
181fe7a9-ec38-4ca4-83b5-fd1acf07d0f7,hospital,آذرشهر,آذربایجان شرقی، آذرشهر، ورودی شهرک دانش - بیمارستان، خیابان شهرک بهاران - بیمارستان، شهدای سلامت,37.7970201,45.9728803
1820c5df-3f79-5bcb-986d-ec8750f0239b,entertainment,بابلسر,مازندران,36.7008777,52.6481047
182a8ec1-4955-4717-af38-3213a977604f,hospital,اسکو,آذربایجان شرقی، اسکو، خیابان امام,37.916744,46.1212489
18531309-baa9-5d5d-b50e-e2e17266a0af,entertainment,روانسر,کرمانشاه,34.7161309,46.6508369
1861a357-5d43-570a-9d32-54b589bfae01,entertainment,کاریز,خراسان رضوی,34.8127778,60.8241667
18f62100-fe52-5f73-b63a-dd5d5aa64fa6,entertainment,شهر جدید چناره,کردستان,35.5932771,46.3084659
19092e66-d790-455a-a078-20d64fd59921,food,مرند,آذربایجان شرقی، مرند، بلوار بسیج,38.4337882,45.7540054
1913dfc5-e657-544f-a0f6-e72dfec8e57c,entertainment,چاه دادخدا,کرمان,27.2848776,58.264468
194b876a-2c61-4978-83b4-522e4aafffdb,food,تبریز,آذربایجان شرقی، تبریز، محله ولیعصر، تجارت جهانی,38.0626792,46.3661499
199e9edd-0f12-492d-90da-c1ef37ea61ed,food,تبریز,آذربایجان شرقی، تبریز، محله ولیعصر، مخابرات، آذرنیا، گلستان,38.0545005,46.3609809
19e830d2-cd2a-54b6-9b68-587de73cedae,entertainment,سوزا,هرمزگان,26.777574,56.0631263
1a384aba-0b5a-573b-b618-dea0ca8d94be,entertainment,دامنه,اصفهان,33.0178599,50.4893488
1a6289e5-fa55-4107-bf38-b43780e18338,hospital,تبریز,آذربایجان شرقی، تبریز، محله گلشهر، گلستان,38.0352706,46.3651199
1a73c16f-0816-4683-9b97-ef738b9d685a,food,تبریز,آذربایجان شرقی، تبریز، محله ویلاشهر، عابد تبریزی، رسالت، هشت متری نهم غربی,38.037754,46.3484344
1ad53ef5-de1d-43e4-bf86-b641998d7a8b,food,تبریز,آذربایجان شرقی، تبریز، محله باغمیشه، دو کمال، عابدینی,38.0638236,46.377079
1adb8a57-3d96-4b13-b285-5e971e8c95c1,hospital,خاروانا,آذربایجان شرقی، ورزقان,38.5595649,46.1482529
1b15fac3-f1cd-4059-b789-327383bc0f02,food,مرند,آذربایجان شرقی، مرند، خیابان رجایی,38.4309806,45.7762832
1b24c68f-242a-42ed-83ab-9c1ea1d28479,food,تبریز,آذربایجان شرقی، تبریز، عطار نیشابوری,38.0541191,46.321022
1b25e509-0d57-56b2-91c3-1e62d1520011,entertainment,سده لنجان,اصفهان,32.3783604,51.3148844
