village_id,name_fa,name_en,city_id,latitude,longitude
1,ابیانه,Abyaneh,522,33.5865097,51.5908576
2,چاه ملک,Chāh Malek,40,33.7533024,54.7001524
3,چوپانان,Chopanan,4,33.6170605,54.3777065
4,ابرغن,Abarghan,70,36.4448238,59.5655311
5,کلاته تیموری,Kalāteh-ye Teymuri,70,36.4538162,59.5671331
6,فرحزاد,Farahzad,40,34.0953997,54.7852689
7,کنویست,Kenevist,70,36.2917397,59.8226421
8,عارفی,Arefi,364,36.130312,59.5217074
9,حصار,Hesar,70,36.3063743,59.4043918
10,نغندر,نغندر,404,36.3560252,59.2987417
11,گَلَند,Galand,269,37.0322682,55.0312314
12,صدخرو,Sad Kharv,535,36.3075666,57.0739141
13,کاهک,Kahak,544,36.3528276,56.7746922
14,حاجی آباد,"Hajjiabad, Taybad",59,34.697011,60.8682981
15,دیزباد پائین,Dizbad-e Pa'in,364,35.9609477,59.2139328
16,ساحل برج,Sahel Borj,461,36.1308679,59.0068503
17,مهنه,Mahneh,62,34.9877465,58.8456166
18,ازغند,Azghand,62,35.2676975,58.8052762
19,نای,Nay,62,35.2735151,58.7139277
20,فرشه,Forsheh,62,35.2710611,58.7515462
21,حیط,Hit,571,26.4015851,61.2956996
22,فیروز آباد,Firuz Abad,64,26.2864903,61.4211346
23,زاغمرز,Zaghmarz,540,36.8059885,53.3040689
24,فشم,Fasham,227,35.9300601,51.5263647
25,گنبدواز,Gonbadvaz,70,36.4568343,59.5879269
26,روستای لک لک,روستای لک لک,70,36.4254499,59.6153546
27,ورا,Vara,71,35.1372157,46.3010151
28,داریان,Daryan,71,35.1393379,46.3183468
29,صمان,Somman,547,36.3360426,58.3175694
30,معدن گوین کوه,Suzandeh,501,36.3992352,58.1043907
31,امامقلی,Emamqoli,77,37.4050294,58.5179947
32,گرمه,Garmeh,438,33.5262879,55.0397342
33,امیرآباد,Amirabad,40,34.0430599,54.7961058
34,احمدآباد,Ahmadabad,70,36.2325705,59.884489
35,حشمت آباد,Heshmatabad,87,35.5698859,59.2596901
36,اسدآباد,AsadAbad,546,35.6308344,59.3584721
37,رباط سفید,Robat Sefid,364,35.7837101,59.3889132
38,اخلمد,Akhlamad,115,36.5948951,58.9461439
39,خرکرد,Khargerd,90,34.5369065,60.1787798
40,سراب,Sarab,90,34.7280959,60.0469062
41,رزدآب,Rezdab,483,34.8107161,60.1218807
42,چهار ده,Chahar Deh,90,34.6929647,60.034315
43,مندیوان,mandivan,483,34.7786891,60.0919278
44,جاغرق,Jaghargh,404,36.3131913,59.3221053
45,گلستان,Golestan,70,36.3196553,59.4073761
46,ویلاشهر,Vilashahr,70,36.336077,59.4367866
47,ازغد,Azghad,252,36.1997815,59.3378644
48,حصار,Hesar,364,36.0446835,59.2420681
49,دیزباد بالا,Dizbad-e Bala,364,36.1012114,59.2836779
50,جیم آباد,Jimabad,247,36.1054968,59.76794
51,سالار آباد,Salarabad,70,36.2317107,59.7608316
52,اسماعیل آباد,Esmail Abad,70,36.4252113,59.5105057
53,قصر,Qasr,70,36.3820959,59.6991339
54,برقی,Barqi,70,36.3954471,59.691053
55,قرقی,Qorqi,70,36.408901,59.6752357
56,میر نبگش,Mir Nabgesh,70,36.212393,59.8429938
57,خادم آباد,Khademabad,70,36.2172208,59.8065238
58,تنگل شور پائین,تنگل شور پائین,70,36.2169246,59.889747
59,چاهک,Chahak,114,36.0377758,60.1278329
60,آبروان,Aberavan,247,36.0768497,59.9757406
61,گاوبرج,Gavborj,114,36.0373124,60.215643
62,شورک ملکی,Shoorak Maleki,114,36.0695157,60.2233007
63,خار زار,Khar zar,114,36.0468502,60.1865903
64,قره سو,Gharasoo,480,36.9714801,59.6807899
65,ینگی قلعه,Yengeh Qal‘eh,480,37.3597534,59.0629125
66,جوادیه,Javadiyeh,87,35.5898309,59.1238983
67,فدیهه,Fadiheh,122,35.3799013,58.9219709
68,سرخ آباد,Sorkhabad,122,35.3136552,59.0505989
69,رود معجن,Roodmajan,122,35.4410235,58.8329323
70,حصار,Hesar,122,35.420742,58.8044365
71,برس,Bors,87,35.5887455,58.9537903
72,رقیچه,Roqicheh,87,35.5989041,59.0440758
73,کمال آباد,Kamalabad,125,36.1418549,50.0570543
74,عباس آباد,Abasabad,350,38.0184194,48.5240475
75,بیدک,Bidak,39,31.068379,52.7710828
76,میمه,Meymeh,424,33.2280492,46.919563
77,خیر آباد,Kheyrabad,70,36.3143179,59.8713957
78,قاسم آباد,Qasemabad,70,36.2989955,59.8782631
79,شترک,Shotorak,70,36.3188972,59.7237241
80,حاجی آباد ملایعقوب,حاجی آباد ملایعقوب,430,35.0927922,60.8778185
81,اسکندری برآفتاب,Eskandarī,434,32.8274446,50.4372025
82,خویگان سفلی,Khoygan-e Sofla,293,32.8333586,50.3760911
83,ننادگان,Nanādegān,293,32.8474928,50.3503419
84,خورنگان,Khoorangan,362,28.7987304,53.8140267
85,امام تقی,Emam Taqi,364,35.9634923,59.4415004
86,بازه حوض بالا,Baz Howz-e Bala,364,36.0550933,59.5597705
87,آغنج,Aghanj,364,36.0948807,59.5512661
88,بزوشک,Bozvishak,364,36.0798621,59.4339783
89,مغان,Moghan,364,36.137319,59.3790106
90,احمدآباد,Ahmadabad,396,36.7794664,46.4395541
91,ده سرخ,Deh Sorkh,364,36.0456989,59.4575471
92,داس,Das,252,36.1669608,59.0883362
93,کوشان,Kushan,252,36.0579761,59.1428692
94,باغشن,Baghshan,252,36.0775366,59.1095425
95,حریم آباد,Harimabad,252,36.1101567,59.1148112
96,باز حیدر,Baz-e Heydar,252,36.0468363,59.2073973
97,نو بنیاد,Now Bonyad,252,36.0402416,59.1457169
98,سخدر,Sakhdar,252,36.1120438,59.0863805
99,قلعه وزیر,Qaleh Vazir,252,36.0235786,59.1777486
100,دانه کاشفیه,دانه کاشفیه,252,36.0635987,59.1254862
101,اسدآباد,Asadabad,461,36.1172783,59.0492622
102,پوست فروش,Pust Forush,461,36.1195273,59.0607584
103,عبدالله آباد,عبدالله آباد,461,36.1012832,58.9675716
104,دولت آباد,Dolatabad,402,36.082688,59.0307185
105,دستجرد آقابزرگ,Dastjerd Agha Bozorg,402,36.0765764,58.9767219
106,دوغ آباد,Dooghabad,62,35.084742,58.8548732
107,بزد,Bezd,429,35.2115783,60.4424816
108,گلسرا,Golsara,546,35.3709315,59.5147511
109,بالندر,Balendar,364,36.1390987,59.4740136
110,عنبران,Anbaran,70,36.3106973,59.3467066
111,سرهنگ,Sarhang,87,35.6540583,59.2641824
112,گرماب,Garmab,87,35.7055719,59.2424531
113,شیرتپه,Shirtappeh,250,36.1130422,61.2057137
114,معصوم آباد,Ma'sumabad,364,35.9291943,59.4018292
115,اسلام قلعه,Eslam Qaleh,364,35.8760948,59.4243957
116,یوسف آباد,Yusefabad,402,36.0578623,59.0003167
117,قادرآباد,Qaderabad,249,34.7366667,60.5416667
118,سمنگان,Samangan,249,34.8433333,60.4552778
119,جوزقان,Jowzeqan,249,34.7702778,60.4644444
120,سوران,Suran,249,34.8155556,60.3436111
121,تونه,Tunah,249,34.8633333,60.3844444
122,سیه لاخ,Siah Lakh,249,34.9034725,60.3337228
123,نوبهار کردیان,Nowbahar Kordian,249,34.9230244,60.3519554
124,پل بند,Pol-e Band,249,34.8947222,60.5741667
125,گندم شاد,Gandom Shad,249,34.9094501,60.4016729
126,کلاته خونی,Kalateh Khuni,483,34.9785831,60.3497211
127,بیدک,"Bidak, Taybad",249,34.8384271,60.4199308
128,پساوه,Pasaveh,249,34.7086111,60.5069444
129,کهجه,Kahjah,249,34.7682543,60.3834586
130,اشتیوان,Eshtivan,249,34.945996,60.39425
131,خواجه بیگ,Khajeh Beyg,249,34.8948241,60.3615496
132,سرخ سرا,Sorkh Sara,249,34.8267034,60.4659401
133,نصرت آباد,Nosratabad,249,34.9183017,60.45763
134,چهار برجی,Chahar Borji,249,34.7533333,60.6161111
135,حسینی,Hoseyni,249,34.7797222,60.4280556
136,استای,Ostad Bakharz,249,34.8364863,60.3053461
137,زرمهر,Zarmehr,122,35.2306618,58.9821686
138,خوشدره,خوشدره,122,35.2422266,58.9578614
139,قلعه جوق,Qaleh Joq,122,35.2985489,58.9504942
140,گونجوک علیا,گونجوک علیا,364,35.8202631,59.2415068
141,سلطان آباد,Soltanabad,364,35.9069131,59.2893812
142,بازه حور,Baze Hoor,364,35.7897357,59.3714083
143,شوراب نوسازی,Shurab-e Nusazi,89,34.3666667,58.8516667
144,بیلند,Biland,78,34.3916667,58.7005556
145,قوژد,Quzhd,403,34.4152778,58.7377778
146,ریاب,Riab,78,34.3491667,58.6308333
147,رهن,Rahn,78,34.3355922,58.6491411
148,زیبد,Zibad,78,34.2763889,58.4875
149,زشک,Zoshk,404,36.335812,59.1963939
150,کنگ,Kang,404,36.3198782,59.2244708
151,کاهو,Kahu,404,36.4435476,59.2054098
152,اسجیل,Esjil,404,36.4515897,59.1576332
153,دولت آباد,Dolatabad,404,36.4371492,59.1666169
154,احمدآباد,Ahmadabad,404,36.4843375,59.2106358
155,گراخک,Gorakhk,404,36.415966,59.2444676
156,اصفهک,Esfahak,58,33.3883713,57.1915397
157,سرخ آباد,Sorkhabad,6,34.8281137,48.6359897
158,فروتقه,Forutaghe,62,35.220008,58.4991062
159,فدافن,Fadafen,62,35.2048262,58.4962986
160,عارف‌آباد,Arefabad,62,35.2052728,58.5485017
161,رزق‌آباد,Rezqabad,62,35.226781,58.5349226
162,مغان,Moqan,62,35.2307506,58.4263756
163,کسرینه,Kasrineh,62,35.2567892,58.3997166
164,حاجی‌آباد,Hajiabad,62,35.2569522,58.3857805
165,سرحوضک,Sarhozak,62,35.2641379,58.3764977
166,محمدیه,Mohammadieh,62,35.2617514,58.3608382
167,رودبار,Rudbar,263,36.9044444,55.3216667
168,وطن,Vatan,263,36.9747222,55.2702778
169,فارسیان,Farsian,263,36.9441667,55.42
170,تیل آباد,Tilabad,538,36.9122222,55.4725
171,باغستان,باغستان,92,32.7622661,59.7651249
172,شیرگ اقا,شیرگ اقا,92,32.7734342,59.7713826
173,پخت,پخت,92,32.5816206,59.6220883
174,شورستان,شورستان,92,32.5363733,59.651
175,اسفیج,اسفیج,92,32.5611657,59.5435614
176,فال,فال,92,32.5335347,59.529066
177,کلات سلیمان,کلات سلیمان,92,32.5339849,59.4787682
178,رزق,رزق,92,32.5809553,59.4764633
179,هریوند,هریوند,92,32.6229028,59.4828204
180,فنود,فنود,92,32.6524227,59.4910434
181,دهشیب,دهشیب,92,32.6497572,59.5253809
182,شواکند,شواکند,92,32.6446225,59.5131642
183,گز,گز,92,32.5958211,59.3507062
184,اصغول,اصغول,92,32.6185738,59.3351029
185,مختاران,مختاران,92,32.4687059,59.3816708
186,چاه پنج تن آل عبا,چاه پنج تن آل عبا,92,32.5610916,59.1767953
187,تقی آباد,تقی آباد,92,32.5483619,59.1137697
188,اصغریه,اصغریه,92,32.5549917,59.151181
189,کاخک,کاخک,92,32.5679343,59.0542785
190,گیو,گیو,92,32.5599296,59.2483122
191,حیدرآباد,حیدرآباد,91,31.0264197,60.0877732
192,نوغاب,نوغاب,175,32.9819454,59.9205416
193,کنگان,کنگان,92,32.6832096,59.8725213
194,سولان,سولان,6,34.8256349,48.429963
195,حیدره بالای شهر,حیدره بالای شهر,6,34.8018682,48.4575567
196,سهل آباد,سهل آباد,92,32.1743407,59.8552594
197,چشین,چشین,6,34.7463807,48.552565
198,تفریجان,تفریجان,6,34.7622841,48.5774385
199,یلفان,یلفان,6,34.7362314,48.610769
200,درمیان,Darmian,175,32.836832,59.9023026
201,سرو,سرو,175,32.878006,59.9777334
202,مرک,Marak,422,32.9220468,59.428321
203,فورگ,Forg,175,32.844397,59.948747
204,اسفزار,اسفزار,422,32.8658472,59.6300112
205,ارویج,Arvij,422,32.9328537,59.5552921
206,اشتاخو,Ashtakhu,422,32.9150091,59.5908447
207,رقیه آباد,Roghye Abad,422,32.9456496,59.5569844
208,القار,Elghar,422,32.9151032,59.5362537
209,فیزیک,فیزیک,422,32.9811298,59.6670014
210,زارگز,زارگز,422,32.9786508,59.692123
211,مسک,مسک,422,32.9721763,59.7148318
212,رهنیشک,Rahnishk,422,32.9610981,59.4601787
213,بزقوچ پایین,بزقوچ پایین,422,32.9987957,59.4404438
214,رباط شورین,Robat-e Sheverin,6,34.86145,48.5998909
215,ربیان,Rabian,422,32.9749584,59.442364
216,ده پیاز,ده پیاز,6,34.8792146,48.5145542
217,ارزان فود,ارزان فود,448,34.6538374,48.6529653
218,کلاته بجدی,Kalateh Bojdi,255,32.9473477,59.2962562
219,خانکوک,Khanekuk,702,34.0300502,58.1121219
220,مزده,Mazdeh,62,35.2657889,58.268749
221,دهنو,Dehnow,62,35.2494848,58.3035825
222,ارغا,Arqa,62,35.2353605,58.218669
223,نصرآباد,Nasrabad,62,35.2492214,58.2664053
224,سعدالدین,Sa'doldin,62,35.0218817,58.1140043
225,مهدی آباد,Mahdiabad,62,35.0387479,58.1216068
226,گوجگی,Goojgi,408,36.5840691,59.8323969
227,حمام قلعه,Hammam Qaleh,480,36.9281177,59.7632505
228,صاحب دیوان,Saheb Divan,346,38.5099323,47.5286659
229,ورگهان,Vargahan,84,38.6212328,47.4996984
230,آق بلاغ,Aq Bolagh,346,38.3515691,47.6698427
231,ایران آباد,Iranabad,32,39.5839602,47.9583657
232,ملاکندی,Molla Kandi,32,39.6079152,47.9744389
233,مجید آباد,Majidabad,32,39.6364719,47.9538117
234,جمال آباد,Jamalabad,370,38.1385851,47.119239
235,باروق,Baruq,370,38.1730922,47.0637922
236,خاخیان,Khakhian,77,37.4870399,59.0362898
237,رمضان قلعه,Ramezan Qale,77,37.5032323,59.0264475
238,چمگرد,چمگرد,543,36.8649693,58.8998316
239,کلاته سیفر,Kalate Seifar,535,36.2042554,57.6464316
240,کارده,Kardeh,70,36.6526955,59.6668025
241,کردان,Kordan,668,35.9379682,50.8202349
242,شهرک زعفرانیه,shahrak Zaferanieh,118,35.8198706,50.6933956
243,نهضت آباد,نهضت آباد,21,30.4248142,57.3176518
244,نیستانک,Neyestanak,221,32.969365,52.800033
245,یوسف آباد,Yoosefabad,548,37.1544313,58.3482587
246,شورک توپکانلو,شورک توپکانلو,77,37.1645614,58.5048911
247,کولگنی,کولگنی,234,37.7566202,44.6978968
248,اسماعیل آباد,Esmaeelabad,429,35.3371736,60.5088644
249,حاجی آباد,Hajiabad,429,35.351189,60.4786631
250,حسنک,Hasanak,483,35.4081863,60.1659988
251,محمودآباد,Mahmoodabad,429,35.3890768,60.4501557
252,قلعه شیر,Qale Shir,483,35.4131658,60.1430606
253,قلعه سرخ,Qale Sorkh,483,35.4038605,60.3528954
254,بهاباد,Behabad,403,34.3275,58.7152778
255,دلوئی,Delui,403,34.36861,58.7222068
256,خیبری,Kheybari,403,34.3714098,58.7306896
257,مٍند,Mend,403,34.3736111,58.7077778
258,نوده گناباد,Now Deh-e Gonabad,403,34.3711111,58.7472222
259,باغ آسیا,Bagh-e Asiya,78,34.3830556,58.6944444
260,کوتالان,Kutalan,392,37.6173805,44.928721
261,حسن آباد,Hasanabad,62,35.0275594,58.8253076
262,خیرآباد,Kheyr Abad,62,34.9465793,58.9602551
263,محمدآباد آستانه,Mohammadabad,122,35.1058333,59.3405556
264,بیمرغ,Bimorgh,413,34.4122222,58.9613889
265,جنت آباد جنگل,Jannatabad-e Jangal,245,34.7386111,59.2966667
266,حاجی آباد,Hajjiabad,413,34.4475,58.8308333
267,سیوکی,Syoki,122,35.1201036,59.2527641
268,کسکن قجق,Kesken Ghojuk,530,37.3766601,55.3012225
269,حاجی قوشان,حاجی قوشان,530,37.4260652,55.3598897
270,یلی بدراق,یلی بدراق,519,37.5366668,55.4604426
271,آقبند,آقبند,530,37.665746,55.1875534
272,یموق,Yamuq,552,37.996198,56.4793697
273,شاتوت,شاتوت,552,38.0315562,56.4633274
274,کاریز,کاریز,552,38.0672668,56.4620556
275,کهنه جلگه,Kohne Jolge,552,38.0703237,56.4864129
276,شبلی,شبلی,552,38.0962094,56.3942865
277,یارچلی,Yarchali,552,38.1025625,56.4065095
278,قوری دره,قوری دره,552,38.2401763,56.8143683
279,بهار,بهار,552,38.265454,56.7667785
280,تازه قلعه,تازه قلعه,551,38.0637995,57.2911799
281,ادینه قلی,ادینه قلی,551,38.1114083,57.2441058
282,داشلی قلعه,داشلی قلعه,551,38.1381244,57.2454499
283,سیوخسو مرادخان,Soyukh Su Muradkhan,551,38.1595374,57.1979113
284,قره جنگل علیا,قره جنگل علیا,259,37.6321102,57.1520466
285,کیکانلو,کیکانلو,259,37.6338344,57.041035
286,بوربور,بوربور,259,37.6434002,57.1027654
287,اسفیدان,اسفیدان,259,37.64385,57.054475
288,کشک آباد,کشک آباد,259,37.6522461,57.1218231
289,اغجه,اغجه,259,37.6548639,57.1514078
290,رحیم داد,رحیم داد,259,37.6602789,57.1848181
291,اسلام آباد,اسلام آباد,259,37.6654552,57.0349452
292,قلعه استاد,قلعه استاد,259,37.6666375,57.2052081
293,چوپلی تپه,چوپلی تپه,259,37.6675439,57.1353585
294,تخت میش,تخت میش,259,37.6734356,57.1853124
295,سلولی,سلولی,259,37.6924518,57.2762278
296,بهیک,بهیک,392,37.7130654,44.662968
297,کلران,کلران,121,37.9519467,44.5610782
298,بالکان,بالکان,121,37.9260615,44.4757408
299,اخته خانه,Axta Xana,27,38.1840007,44.8826296
300,یقینعلی تپه,یقینعلی تپه,475,36.9944248,46.0502827
301,شهرک اوچ تپه کرد,شهرک اوچ تپه کرد,475,37.0155879,46.0207959
302,حاجی بهزاد,Hajji Behzad,475,37.0214986,46.0930198
303,اوچ تپه قلعه,اوچ تپه قلعه,390,37.0336662,46.0104693
304,مظفرآباد,Mozaffarabad,475,37.0357951,46.0790702
305,اوچ تپه کرد,Uch Tappeh-ye Kord,475,37.0349677,46.0492543
306,کوسه لر علیا,Kusehlar-e Olya,475,37.0385071,46.0631295
307,کوسه لر سفلی,Kusehlar-e Sofla,475,37.0461795,46.0603604
308,اسلام تپه,اسلام تپه,390,37.0479172,46.0138285
309,ساتلمیش توپخانه,ساتلمیش توپخانه,390,37.0481159,46.0332998
310,ساتلمیش محمدآباد,ساتلمیش محمدآباد,475,37.0499032,46.0435641
311,ساتلمش محمدلو,Satelmish-e Mohammadlu,390,37.0639954,46.0166281
312,خزینه انبار قدیم,Khazineh Anbar-e Qadim,390,37.1117906,46.0107181
313,تازه قلعه,Tazeh Qaleh,244,37.137178,46.0694536
314,شرانلو,Sharanlu,244,37.1573836,46.0260836
315,یولقنلوی جدید,Yowlqonluy-e Jadid,244,37.1752135,46.0219778
316,مورچه خورت,Murchehkhort,490,33.0903779,51.4785073
317,حصار سرخ,Hesar Sorkh,70,36.4128712,59.3395788
318,خادر,Khader,404,36.3890139,59.300619
319,ارتکند,Ortokand,408,36.798442,59.828068
320,قلعه نو,Qale no,408,36.7973579,59.9507471
321,سررود,Sarrud,408,36.7909923,59.8680859
322,سرای,Saray,379,38.225608,46.9322672
323,مرزرود,Marzrud,84,38.7940281,46.8964996
324,خاکی,Khaki,389,37.9745692,47.0779095
325,شیخ رجب,Sheykh Rajab,379,38.1715906,46.8552028
326,قمبوان,Qombovan,685,32.1447547,51.6427655
327,چهاربرود,Chaharberud,20,37.65856,46.1722899
328,آلمالو داش,Almalu Dash,20,37.6841342,46.1009501
329,قرمزی گل,Qirmizi Gol,20,37.7214653,46.0844016
330,صغایش,Seghayesh,20,37.7317823,46.1023047
331,چراغیل,Cheraghil,20,37.7399775,46.1271455
332,گنبرف,Gunbar - Qonbarf,20,37.7161025,46.2234896
333,نادیلو,Nadilu,20,37.7246559,45.9648466
334,خراجو,Kharaju,20,37.7249808,45.9832817
335,کرد آباد,Kordabad,20,37.72637,46.1832959
336,ینگجه,Yengija,20,37.7584326,46.0081704
337,کهنمو,Kahnamu,13,37.8597082,46.1940526
338,علویان,علویان,18,37.4225465,46.2369886
339,قشلاق,قشلاق,18,37.4494761,46.2649739
340,تپیک دره,Tapik Darreh,243,37.5156493,46.0740265
341,قوزلوجه,Quzlujeh,18,37.5707526,46.1820832
342,آلمالو,Almalu,18,37.5994074,46.2228708
343,هرگلان,Hargalan,20,37.6411675,46.2224413
344,گل تپه,Gol Tappeh,243,37.4659262,45.9258638
345,ولینجق,ولینجق,243,37.4808236,45.9497802
346,قلی کندی,قلی کندی,244,37.1949581,46.1624006
347,هروان,Harvan,243,37.4434749,45.8894229
348,مهرآباد,Mehrabad,243,37.4456923,45.8828922
349,قره چناق,قره چناق,244,37.1513336,46.2128553
350,آغچه مشهد چاردولی,آغچه مشهد چاردولی,244,37.1838642,46.3146152
351,باباکلک,باباکلک,383,37.1857569,46.3447626
352,اوچ بلاغ,اوچ بلاغ,244,37.208422,46.2985353
353,پرچین بلاغ,پرچین بلاغ,244,37.2217513,46.2904854
354,قره ناز سفلی,قره ناز سفلی,18,37.2657453,46.2267744
355,قره ناز علیا,قره ناز علیا,18,37.284329,46.2410814
356,چغالو,چغالو,367,37.0267315,46.2751468
357,تازه کند حوریلر,تازه کند حوریلر,367,37.0584615,46.2975246
358,حوری لر کندی,حوری لر کندی,367,37.0627444,46.3059845
359,امیرغایب,امیرغایب,244,37.1138068,46.2149129
360,قربان کندی,قربان کندی,244,37.1141833,46.2317636
361,داش بلاغ,داش بلاغ,244,37.1267534,46.2551354
362,ایده لوی بزرگ,ایده لوی بزرگ,244,37.1594533,46.3138085
363,ایده لوی کوچک,ایده لوی کوچک,244,37.1701867,46.3360108
364,ساری قیه,ساری قیه,244,37.1811849,46.2346872
365,شیروان شاهلو,شیروان شاهلو,244,37.2119939,46.2428548
366,چاللو,چاللو,18,37.2388707,46.2733882
367,اینچه,اینچه,390,37.024834,45.9826141
368,حاصل قوبی افشار,حاصل قوبی افشار,390,37.0268556,45.9685269
369,یاریجان سفلی,یاریجان سفلی,390,37.0306423,45.9815442
370,یاریجان علیا,یاریجان علیا,390,37.0423714,45.983577
371,یاریجان خالصه,یاریجان خالصه,390,37.0427186,46.0036691
372,نظام آباد,نظام آباد,390,37.0433325,45.9488919
373,حاج حسن علیا,حاج حسن علیا,390,37.052601,45.9587959
374,حاج حسن خالصه,حاج حسن خالصه,390,37.0612562,45.9585866
375,جواد حصاری,Javad Hesari,390,37.0692043,45.982725
376,کرد کندی,Kord Kandi,390,37.0801378,45.9444308
377,فیروزآباد,Firuzabad,390,37.0818459,45.9602524
378,اسلام‌آباد,Eslamabad,390,37.0911499,45.9374556
379,طوق,طوق,369,37.2133992,47.439202
380,بداغ بیگ,بداغ بیگ,369,37.2405578,47.5016056
381,کولا,کولا,369,37.2539989,47.537443
382,قواق سفلی,قواق سفلی,369,37.2592795,47.4580499
383,قواق علیا,قواق علیا,369,37.2642471,47.4282768
384,دمیرچی,دمیرچی,369,37.2658693,47.4834635
385,اغدرک,اغدرک,369,37.2798075,47.4559481
386,قمیشلو,قمیشلو,685,32.0460161,51.4698705
387,لاو,لاو,685,32.1956493,51.4555184
388,کناوند,Kanavand,25,36.8041375,48.2335307
389,چپقلو,چپقلو,369,37.5127993,47.5160448
390,قره تپه,قره تپه,369,37.5159022,47.4627538
391,داش بلاغ,داش بلاغ,369,37.3955757,47.4911251
392,قهرمانلو,قهرمانلو,369,37.415453,47.4306175
393,قلیج چی,قلیج چی,369,37.4169819,47.4104482
394,بیگ بلاغی,بیگ بلاغی,369,37.4206376,47.4532137
395,گمیچی,Gamichi,476,37.7635158,45.5086594
396,سرای,Saray,476,37.8617675,45.5641953
397,بوراچالو,Boracharli - Borachalu,236,37.9192062,45.460643
398,هریزه,هریزه,221,32.8200528,52.4284975
399,خارا,Khara,219,32.1244046,52.6346033
400,پردان,پردان,253,33.4057667,59.8916572
401,پایهان,پایهان,253,33.4391808,59.8026587
402,شیرگ,شیرگ,253,33.2877195,59.7773748
403,کلاته مزار,کلاته مزار,253,33.322352,59.7932845
404,بای مرغ,بای مرغ,253,33.3304875,59.8003666
405,پیش بر,پیش بر,253,33.3889939,59.9789515
406,گسک,گسک,422,33.040781,59.7059962
407,منصورآباد,منصورآباد,422,33.0489609,59.6531029
408,تخته جان,تخته جان,422,33.2224345,60.0009722
409,سراب سفلی,سراب سفلی,422,33.2357478,59.9620613
410,مهموئی,Mahmuei,255,33.3275988,59.3490561
411,شاخن,Shakhen,253,33.3611483,59.5371829
412,مبارک آباد,Mobarakabad,255,33.3859759,59.5053917
413,میریک,Mirik,255,33.4075414,59.4832316
414,برکوک,برکوک,255,33.4222181,59.378118
415,اوجان,Owjan,255,33.4435783,59.4561664
416,نوقند,Now Qand,422,33.2624038,59.6992799
417,انیک,Anik,253,33.3051475,59.7029878
418,شهرك فخران,Fakhraan,253,33.3590205,59.7056972
419,شیرخند,شیرخند,253,33.411388,59.6712808
420,قندشتن,Qandeshtan,122,35.3093127,59.1839047
421,کاریزک ناگهانی,Karizak-e Nagahani,546,35.3069444,59.3930556
422,منظر,Manzar,122,35.3036209,59.240132
423,مورشک,Murshk,122,35.2486132,59.2450093
424,دامسک,Damask,122,35.2839586,59.2745502
425,سنگان بالا خواف,Sangan-e Bala Khvaf,546,35.1152778,59.4366667
426,ملک آباد,Malekabad,122,35.1402778,59.3927778
427,ایور,ایور,122,35.4792138,58.5821879
428,نصیرآباد,Nasirabad,483,35.1352778,59.8744444
429,قلعه آقاحسن,Qaleh-ye Aqa Hasan,483,35.1422222,59.8988889
430,قلعه نو صفی آباد,Qaleh Now-ye Safiabad,546,35.2749772,59.7450587
431,صفی آباد,Safiabad,546,35.2914681,59.643607
432,ساق,Sagh,483,35.0995865,59.8985268
433,شهن آباد,Shahnabad,546,35.3048929,59.4309752
434,هانه گرمله,Hane Germille,427,35.2459961,46.1384228
435,بیدرواز,Bidervaz,427,35.265025,46.150187
436,کم زرد,کم زرد,52,28.5127397,61.5086368
437,سبزگزعلیا,سبزگزعلیا,52,28.3575685,61.4579523
438,شکبند,شکبند,52,28.3278613,61.4194615
439,اخلمد صفلی,lower Akhlamad,115,36.5992772,58.9548933
440,خواجه جراح,Khaje Jarrah,115,36.6620517,59.0407383
441,خیرآباد,Kheyrabad,115,36.6794907,59.0547198
442,نورالدین,Noor-ol-din,115,36.6730138,59.0469431
443,قزلر,Qezlar,115,36.6365452,59.0493305
444,رضاآباد,Reza abad,115,36.6478932,59.0493563
445,باسفر,Basfar,245,35.0919444,59.4194444
446,بیسقفیزن,Bisqafizan,122,35.2436987,59.2213482
447,بنهنگ,Bonhang,122,35.3126739,59.2310046
448,بوری آباد,Buriabad,122,35.2095534,59.1964165
449,اسفیوخ,Esfiukh,122,35.3294661,59.2715948
450,فرزق,Ferezq,122,35.3149894,59.2193082
451,حقناباد,Haqnabad,245,35.0430556,59.3513889
452,آبرود,Abrud,122,35.3027595,59.3048125
453,کاریز بالا,Kariz-e Bala,546,35.2963278,59.4744422
454,کت,Kat,245,35.0733333,59.3858333
455,فهندر,Fahandar,122,35.3192995,59.1459756
456,سهل آباد,Sahlabad,546,35.2648592,59.5386328
457,صنوبر,Sanoobar,122,35.4191879,59.1320462
458,سرکاریز,Sar Kariz,122,35.3217026,59.2601427
459,یگی,Yegi,440,33.8016631,57.2408452
460,الله آباد,Allahabad,430,35.1671058,60.8334658
461,خلیلی,Khalili,430,35.1155115,60.8654246
462,شهدآباد,Shahdabad,430,35.1516079,60.9057084
463,شهرستانک,Shahrestanak,430,35.1595929,60.9121564
464,آغوی,Aghuyeh,122,35.3058144,59.2060456
465,باغ میان,Bagh Meyan,122,35.2414121,59.274798
466,بکاول,Bekavol,87,35.4944927,59.1495468
467,ده پائین,Deh-e Pain,122,35.2916074,59.1817014
468,دوغشک,Dugheshk,122,35.3190431,59.243492
469,اسماعیل آباد,Esmailabad,546,35.2894444,59.3408333
